-183.735, 77.666, 2.386,  1.765
-183.734, 77.587, 2.390,  1.798
-183.732, 77.507, 2.393,  1.831
-183.730, 77.428, 2.396,  1.864
-183.728, 77.348, 2.398,  1.897
-183.726, 77.268, 2.399,  1.930
-183.724, 77.188, 2.400,  1.963
-183.722, 77.108, 2.401,  1.996
-183.720, 77.028, 2.400,  2.029
-183.719, 76.948, 2.400,  2.062
-183.717, 76.869, 2.400,  2.095
-183.716, 76.789, 2.399,  2.128
-183.714, 76.709, 2.399,  2.161
-183.712, 76.629, 2.398,  2.194
-183.711, 76.549, 2.397,  2.227
-183.709, 76.469, 2.395,  2.260
-183.707, 76.390, 2.394,  2.293
-183.706, 76.310, 2.392,  2.326
-183.704, 76.230, 2.390,  2.359
-183.702, 76.151, 2.388,  2.392
-183.700, 76.071, 2.386,  2.425
-183.698, 75.992, 2.383,  2.458
-183.697, 75.913, 2.381,  2.491
-183.695, 75.833, 2.379,  2.524
-183.694, 75.754, 2.378,  2.557
-183.692, 75.675, 2.376,  2.590
-183.691, 75.596, 2.375,  2.623
-183.689, 75.517, 2.373,  2.656
-183.688, 75.438, 2.372,  2.689
-183.686, 75.359, 2.370,  2.722
-183.685, 75.280, 2.369,  2.755
-183.683, 75.201, 2.367,  2.788
-183.681, 75.122, 2.365,  2.821
-183.680, 75.043, 2.364,  2.854
-183.678, 74.964, 2.362,  2.887
-183.676, 74.886, 2.361,  2.920
-183.675, 74.807, 2.360,  2.953
-183.674, 74.729, 2.360,  2.986
-183.672, 74.650, 2.360,  3.019
-183.671, 74.571, 2.360,  3.052
-183.669, 74.493, 2.360,  3.085
-183.668, 74.414, 2.360,  3.118
-183.666, 74.335, 2.360,  3.151
-183.665, 74.257, 2.360,  3.184
-183.663, 74.178, 2.360,  3.217
-183.662, 74.099, 2.360,  3.250
-183.660, 74.021, 2.361,  3.283
-183.659, 73.942, 2.361,  3.316
-183.657, 73.863, 2.362,  3.349
-183.656, 73.785, 2.363,  3.382
-183.655, 73.706, 2.365,  3.415
-183.653, 73.627, 2.367,  3.448
-183.652, 73.548, 2.369,  3.481
-183.651, 73.469, 2.371,  3.514
-183.649, 73.390, 2.373,  3.547
-183.648, 73.311, 2.375,  3.580
-183.646, 73.232, 2.377,  3.613
-183.645, 73.152, 2.379,  3.646
-183.644, 73.073, 2.382,  3.679
-183.642, 72.994, 2.384,  3.712
-183.640, 72.914, 2.387,  3.745
-183.639, 72.834, 2.389,  3.778
-183.638, 72.755, 2.393,  3.811
-183.637, 72.675, 2.396,  3.844
-183.636, 72.595, 2.400,  3.877
-183.634, 72.515, 2.404,  3.910
-183.633, 72.435, 2.408,  3.943
-183.632, 72.354, 2.412,  3.976
-183.630, 72.274, 2.417,  4.009
-183.629, 72.193, 2.421,  4.042
-183.627, 72.112, 2.425,  4.075
-183.626, 72.031, 2.429,  4.108
-183.625, 71.950, 2.433,  4.141
-183.623, 71.869, 2.438,  4.174
-183.622, 71.788, 2.443,  4.207
-183.621, 71.706, 2.448,  4.240
-183.620, 71.624, 2.454,  4.273
-183.619, 71.542, 2.459,  4.306
-183.618, 71.460, 2.465,  4.339
-183.616, 71.378, 2.470,  4.372
-183.615, 71.296, 2.476,  4.405
-183.614, 71.213, 2.482,  4.438
-183.612, 71.130, 2.487,  4.471
-183.611, 71.047, 2.493,  4.504
-183.610, 70.964, 2.498,  4.537
-183.608, 70.880, 2.504,  4.570
-183.607, 70.797, 2.510,  4.603
-183.606, 70.713, 2.516,  4.636
-183.605, 70.629, 2.523,  4.669
-183.604, 70.545, 2.530,  4.702
-183.602, 70.460, 2.536,  4.735
-183.601, 70.376, 2.543,  4.768
-183.600, 70.291, 2.550,  4.801
-183.599, 70.205, 2.557,  4.834
-183.597, 70.120, 2.564,  4.867
-183.596, 70.034, 2.570,  4.900
-183.595, 69.949, 2.577,  4.933
-183.593, 69.863, 2.584,  4.966
-183.592, 69.776, 2.591,  4.999
-183.591, 69.690, 2.598,  5.032
-183.590, 69.603, 2.606,  5.065
-183.589, 69.516, 2.614,  5.098
-183.588, 69.429, 2.621,  5.131
-183.587, 69.341, 2.629,  5.164
-183.585, 69.253, 2.637,  5.197
-183.584, 69.165, 2.645,  5.230
-183.583, 69.077, 2.652,  5.263
-183.582, 68.988, 2.660,  5.296
-183.580, 68.899, 2.668,  5.329
-183.579, 68.810, 2.675,  5.362
-183.578, 68.721, 2.683,  5.395
-183.577, 68.631, 2.691,  5.428
-183.576, 68.541, 2.700,  5.461
-183.575, 68.451, 2.708,  5.494
-183.574, 68.361, 2.717,  5.527
-183.572, 68.270, 2.725,  5.560
-183.571, 68.179, 2.734,  5.593
-183.570, 68.087, 2.742,  5.626
-183.569, 67.996, 2.751,  5.659
-183.567, 67.904, 2.759,  5.692
-183.566, 67.812, 2.768,  5.725
-183.565, 67.719, 2.776,  5.758
-183.564, 67.626, 2.785,  5.791
-183.563, 67.533, 2.794,  5.824
-183.562, 67.440, 2.804,  5.857
-183.561, 67.346, 2.813,  5.890
-183.560, 67.252, 2.822,  5.923
-183.559, 67.158, 2.832,  5.956
-183.557, 67.063, 2.841,  5.989
-183.556, 66.968, 2.850,  6.022
-183.555, 66.873, 2.859,  6.055
-183.553, 66.778, 2.868,  6.088
-183.552, 66.682, 2.877,  6.121
-183.551, 66.586, 2.885,  6.154
-183.550, 66.489, 2.894,  6.187
-183.549, 66.393, 2.903,  6.220
-183.547, 66.296, 2.912,  6.253
-183.546, 66.198, 2.920,  6.286
-183.544, 66.101, 2.929,  6.319
-183.543, 66.003, 2.937,  6.352
-183.541, 65.905, 2.946,  6.385
-183.540, 65.807, 2.955,  6.418
-183.538, 65.708, 2.963,  6.451
-183.537, 65.609, 2.972,  6.484
-183.536, 65.510, 2.981,  6.517
-183.535, 65.410, 2.991,  6.550
-183.533, 65.310, 3.000,  6.583
-183.532, 65.210, 3.010,  6.616
-183.531, 65.109, 3.020,  6.649
-183.529, 65.008, 3.030,  6.682
-183.528, 64.907, 3.040,  6.715
-183.526, 64.806, 3.049,  6.748
-183.525, 64.704, 3.059,  6.781
-183.523, 64.601, 3.069,  6.814
-183.522, 64.499, 3.079,  6.847
-183.521, 64.396, 3.090,  6.880
-183.520, 64.293, 3.101,  6.913
-183.519, 64.189, 3.111,  6.946
-183.517, 64.085, 3.122,  6.979
-183.516, 63.981, 3.133,  7.012
-183.515, 63.876, 3.143,  7.045
-183.513, 63.771, 3.154,  7.078
-183.511, 63.666, 3.164,  7.111
-183.510, 63.560, 3.175,  7.144
-183.509, 63.454, 3.186,  7.177
-183.508, 63.347, 3.197,  7.210
-183.507, 63.240, 3.209,  7.243
-183.506, 63.133, 3.220,  7.276
-183.504, 63.026, 3.231,  7.309
-183.503, 62.918, 3.243,  7.342
-183.502, 62.809, 3.254,  7.375
-183.500, 62.701, 3.265,  7.408
-183.498, 62.591, 3.276,  7.441
-183.497, 62.482, 3.287,  7.474
-183.496, 62.372, 3.298,  7.507
-183.495, 62.262, 3.310,  7.540
-183.494, 62.151, 3.322,  7.573
-183.493, 62.040, 3.334,  7.606
-183.491, 61.929, 3.346,  7.639
-183.490, 61.817, 3.357,  7.672
-183.489, 61.705, 3.369,  7.705
-183.487, 61.592, 3.380,  7.738
-183.486, 61.479, 3.392,  7.771
-183.485, 61.366, 3.404,  7.804
-183.484, 61.252, 3.416,  7.837
-183.483, 61.138, 3.428,  7.870
-183.481, 61.023, 3.441,  7.903
-183.480, 60.908, 3.453,  7.936
-183.479, 60.793, 3.465,  7.969
-183.477, 60.677, 3.477,  8.002
-183.476, 60.561, 3.489,  8.035
-183.475, 60.444, 3.501,  8.068
-183.474, 60.327, 3.513,  8.101
-183.473, 60.210, 3.526,  8.134
-183.472, 60.092, 3.538,  8.167
-183.470, 59.974, 3.551,  8.200
-183.469, 59.855, 3.564,  8.233
-183.468, 59.736, 3.576,  8.266
-183.466, 59.617, 3.588,  8.299
-183.465, 59.497, 3.601,  8.332
-183.464, 59.376, 3.613,  8.365
-183.463, 59.256, 3.626,  8.398
-183.462, 59.135, 3.638,  8.431
-183.461, 59.013, 3.651,  8.464
-183.460, 58.891, 3.664,  8.497
-183.458, 58.768, 3.677,  8.530
-183.457, 58.646, 3.690,  8.563
-183.456, 58.522, 3.702,  8.596
-183.454, 58.398, 3.715,  8.629
-183.453, 58.274, 3.727,  8.662
-183.452, 58.150, 3.740,  8.695
-183.451, 58.025, 3.754,  8.728
-183.450, 57.899, 3.767,  8.761
-183.449, 57.773, 3.780,  8.794
-183.447, 57.647, 3.793,  8.827
-183.446, 57.520, 3.806,  8.860
-183.444, 57.393, 3.819,  8.893
-183.443, 57.265, 3.832,  8.926
-183.442, 57.137, 3.846,  8.959
-183.441, 57.009, 3.859,  8.992
-183.440, 56.880, 3.873,  9.025
-183.439, 56.750, 3.887,  9.058
-183.438, 56.621, 3.900,  9.091
-183.437, 56.490, 3.913,  9.124
-183.435, 56.359, 3.927,  9.157
-183.434, 56.228, 3.940,  9.190
-183.433, 56.097, 3.953,  9.223
-183.432, 55.964, 3.967,  9.256
-183.431, 55.832, 3.980,  9.289
-183.430, 55.699, 3.994,  9.322
-183.429, 55.565, 4.007,  9.355
-183.428, 55.431, 4.021,  9.388
-183.426, 55.297, 4.034,  9.421
-183.425, 55.162, 4.047,  9.454
-183.424, 55.027, 4.060,  9.487
-183.423, 54.891, 4.073,  9.520
-183.422, 54.755, 4.086,  9.553
-183.421, 54.619, 4.099,  9.586
-183.420, 54.482, 4.112,  9.619
-183.419, 54.345, 4.125,  9.652
-183.417, 54.207, 4.137,  9.685
-183.416, 54.069, 4.150,  9.718
-183.415, 53.930, 4.163,  9.751
-183.414, 53.791, 4.176,  9.784
-183.413, 53.651, 4.189,  9.817
-183.412, 53.511, 4.201,  9.850
-183.411, 53.371, 4.214,  9.883
-183.409, 53.230, 4.227,  9.916
-183.408, 53.089, 4.239,  9.949
-183.407, 52.947, 4.252,  9.982
-183.406, 52.805, 4.265, 10.015
-183.405, 52.663, 4.278, 10.048
-183.404, 52.520, 4.291, 10.081
-183.403, 52.377, 4.304, 10.114
-183.401, 52.233, 4.317, 10.147
-183.400, 52.089, 4.330, 10.180
-183.399, 51.944, 4.343, 10.213
-183.398, 51.799, 4.356, 10.246
-183.397, 51.653, 4.370, 10.279
-183.396, 51.507, 4.383, 10.312
-183.395, 51.361, 4.396, 10.345
-183.394, 51.214, 4.410, 10.378
-183.393, 51.067, 4.423, 10.411
-183.392, 50.919, 4.437, 10.444
-183.391, 50.771, 4.450, 10.477
-183.390, 50.622, 4.464, 10.510
-183.389, 50.473, 4.478, 10.543
-183.388, 50.323, 4.492, 10.576
-183.387, 50.173, 4.506, 10.609
-183.385, 50.023, 4.519, 10.642
-183.384, 49.872, 4.533, 10.675
-183.383, 49.720, 4.547, 10.708
-183.382, 49.568, 4.561, 10.741
-183.381, 49.416, 4.576, 10.774
-183.380, 49.263, 4.590, 10.807
-183.379, 49.110, 4.604, 10.840
-183.377, 48.956, 4.619, 10.873
-183.376, 48.801, 4.633, 10.906
-183.375, 48.647, 4.647, 10.939
-183.374, 48.491, 4.662, 10.972
-183.373, 48.336, 4.677, 11.005
-183.372, 48.179, 4.692, 11.038
-183.371, 48.023, 4.706, 11.071
-183.370, 47.865, 4.721, 11.104
-183.369, 47.708, 4.736, 11.137
-183.368, 47.549, 4.751, 11.170
-183.367, 47.391, 4.767, 11.203
-183.366, 47.231, 4.782, 11.236
-183.365, 47.071, 4.798, 11.269
-183.364, 46.911, 4.813, 11.302
-183.363, 46.750, 4.828, 11.335
-183.362, 46.589, 4.844, 11.368
-183.361, 46.427, 4.860, 11.401
-183.360, 46.265, 4.875, 11.434
-183.359, 46.102, 4.891, 11.467
-183.358, 45.938, 4.907, 11.500
-183.357, 45.774, 4.923, 11.533
-183.355, 45.610, 4.939, 11.566
-183.354, 45.445, 4.955, 11.599
-183.354, 45.279, 4.971, 11.632
-183.353, 45.113, 4.987, 11.665
-183.352, 44.947, 5.003, 11.698
-183.350, 44.779, 5.020, 11.731
-183.349, 44.612, 5.036, 11.764
-183.348, 44.443, 5.052, 11.797
-183.347, 44.275, 5.069, 11.830
-183.347, 44.105, 5.084, 11.863
-183.346, 43.936, 5.091, 11.896
-183.344, 43.766, 5.078, 11.929
-183.343, 43.598, 5.058, 11.962
-183.342, 43.430, 5.044, 11.995
-183.341, 43.262, 5.035, 12.028
-183.340, 43.095, 5.032, 12.061
-183.339, 42.927, 5.033, 12.094
-183.338, 42.759, 5.039, 12.127
-183.337, 42.591, 5.049, 12.160
-183.335, 42.422, 5.062, 12.193
-183.335, 42.253, 5.078, 12.226
-183.334, 42.083, 5.097, 12.259
-183.333, 41.912, 5.118, 12.292
-183.332, 41.741, 5.141, 12.325
-183.331, 41.569, 5.166, 12.358
-183.329, 41.396, 5.192, 12.391
-183.329, 41.222, 5.218, 12.424
-183.328, 41.047, 5.246, 12.457
-183.327, 40.872, 5.274, 12.490
-183.326, 40.695, 5.303, 12.523
-183.325, 40.517, 5.331, 12.556
-183.323, 40.339, 5.360, 12.589
-183.323, 40.160, 5.389, 12.622
-183.322, 39.979, 5.417, 12.655
-183.321, 39.798, 5.445, 12.688
-183.320, 39.616, 5.473, 12.721
-183.319, 39.432, 5.501, 12.754
-183.318, 39.248, 5.528, 12.787
-183.317, 39.063, 5.554, 12.820
-183.316, 38.877, 5.581, 12.853
-183.315, 38.691, 5.607, 12.886
-183.314, 38.503, 5.632, 12.919
-183.312, 38.315, 5.658, 12.952
-183.311, 38.126, 5.682, 12.985
-183.310, 37.936, 5.707, 13.018
-183.309, 37.745, 5.731, 13.051
-183.308, 37.553, 5.754, 13.084
-183.307, 37.361, 5.778, 13.117
-183.305, 37.168, 5.801, 13.150
-183.304, 36.974, 5.824, 13.183
-183.303, 36.779, 5.846, 13.216
-183.302, 36.584, 5.868, 13.249
-183.301, 36.388, 5.890, 13.282
-183.299, 36.191, 5.912, 13.315
-183.298, 35.993, 5.934, 13.348
-183.297, 35.795, 5.955, 13.381
-183.296, 35.596, 5.977, 13.414
-183.295, 35.396, 5.998, 13.447
-183.294, 35.196, 6.019, 13.480
-183.292, 34.994, 6.040, 13.513
-183.291, 34.793, 6.061, 13.546
-183.289, 34.590, 6.082, 13.579
-183.288, 34.387, 6.103, 13.612
-183.287, 34.183, 6.124, 13.645
-183.286, 33.978, 6.145, 13.678
-183.284, 33.773, 6.166, 13.711
-183.283, 33.567, 6.186, 13.744
-183.282, 33.360, 6.207, 13.777
-183.281, 33.153, 6.228, 13.810
-183.279, 32.945, 6.249, 13.843
-183.277, 32.736, 6.270, 13.876
-183.276, 32.526, 6.291, 13.909
-183.275, 32.316, 6.312, 13.942
-183.274, 32.105, 6.333, 13.975
-183.273, 31.894, 6.354, 14.008
-183.271, 31.681, 6.375, 14.041
-183.269, 31.468, 6.396, 14.074
-183.268, 31.254, 6.417, 14.107
-183.267, 31.040, 6.439, 14.140
-183.266, 30.825, 6.460, 14.173
-183.265, 30.609, 6.482, 14.206
-183.264, 30.392, 6.504, 14.239
-183.263, 30.175, 6.526, 14.272
-183.262, 29.957, 6.549, 14.305
-183.261, 29.738, 6.571, 14.338
-183.260, 29.518, 6.593, 14.371
-183.259, 29.298, 6.616, 14.404
-183.258, 29.077, 6.638, 14.437
-183.257, 28.855, 6.661, 14.470
-183.256, 28.633, 6.683, 14.503
-183.255, 28.409, 6.706, 14.536
-183.253, 28.185, 6.729, 14.569
-183.252, 27.960, 6.751, 14.602
-183.251, 27.735, 6.774, 14.635
-183.250, 27.508, 6.797, 14.668
-183.249, 27.281, 6.819, 14.701
-183.248, 27.053, 6.842, 14.734
-183.247, 26.825, 6.865, 14.767
-183.246, 26.595, 6.888, 14.800
-183.245, 26.365, 6.911, 14.833
-183.244, 26.134, 6.934, 14.866
-183.243, 25.902, 6.957, 14.899
-183.242, 25.670, 6.979, 14.932
-183.241, 25.437, 7.002, 14.965
-183.239, 25.203, 7.025, 14.998
-183.238, 24.968, 7.048, 15.031
-183.237, 24.732, 7.070, 15.064
-183.236, 24.496, 7.093, 15.097
-183.234, 24.259, 7.116, 15.130
-183.233, 24.022, 7.138, 15.163
-183.232, 23.783, 7.161, 15.196
-183.231, 23.544, 7.184, 15.229
-183.230, 23.304, 7.207, 15.262
-183.228, 23.063, 7.231, 15.295
-183.227, 22.821, 7.254, 15.328
-183.226, 22.579, 7.277, 15.361
-183.225, 22.336, 7.301, 15.394
-183.223, 22.092, 7.325, 15.427
-183.222, 21.847, 7.348, 15.460
-183.220, 21.601, 7.372, 15.493
-183.219, 21.355, 7.396, 15.526
-183.217, 21.108, 7.420, 15.559
-183.216, 20.860, 7.444, 15.592
-183.214, 20.611, 7.468, 15.625
-183.213, 20.362, 7.493, 15.658
-183.212, 20.111, 7.517, 15.691
-183.210, 19.860, 7.542, 15.724
-183.208, 19.608, 7.567, 15.757
-183.207, 19.355, 7.591, 15.790
-183.206, 19.102, 7.616, 15.823
-183.205, 18.847, 7.641, 15.856
-183.203, 18.592, 7.666, 15.889
-183.202, 18.336, 7.691, 15.922
-183.200, 18.079, 7.716, 15.955
-183.199, 17.821, 7.741, 15.988
-183.197, 17.562, 7.767, 16.021
-183.196, 17.303, 7.792, 16.054
-183.195, 17.042, 7.817, 16.087
-183.193, 16.781, 7.843, 16.120
-183.192, 16.519, 7.868, 16.153
-183.190, 16.256, 7.894, 16.186
-183.189, 15.992, 7.920, 16.219
-183.187, 15.728, 7.946, 16.252
-183.186, 15.462, 7.972, 16.285
-183.184, 15.196, 7.998, 16.318
-183.183, 14.928, 8.024, 16.351
-183.181, 14.660, 8.051, 16.384
-183.180, 14.391, 8.077, 16.417
-183.179, 14.121, 8.104, 16.450
-183.177, 13.850, 8.131, 16.483
-183.176, 13.579, 8.158, 16.516
-183.175, 13.306, 8.185, 16.549
-183.173, 13.033, 8.213, 16.582
-183.172, 12.758, 8.240, 16.615
-183.170, 12.483, 8.268, 16.648
-183.169, 12.206, 8.296, 16.681
-183.167, 11.929, 8.324, 16.714
-183.166, 11.651, 8.352, 16.747
-183.165, 11.372, 8.380, 16.780
-183.163, 11.092, 8.408, 16.813
-183.162, 10.811, 8.437, 16.846
-183.160, 10.529, 8.465, 16.879
-183.159, 10.246, 8.493, 16.912
-183.158, 9.962, 8.522, 16.945
-183.156, 9.677, 8.551, 16.978
-183.154, 9.392, 8.580, 17.011
-183.153, 9.105, 8.609, 17.044
-183.151, 8.817, 8.638, 17.077
-183.149, 8.529, 8.667, 17.110
-183.148, 8.239, 8.696, 17.143
-183.147, 7.948, 8.726, 17.176
-183.145, 7.657, 8.756, 17.209
-183.143, 7.364, 8.785, 17.242
-183.142, 7.070, 8.815, 17.275
-183.140, 6.776, 8.845, 17.308
-183.138, 6.480, 8.875, 17.341
-183.137, 6.184, 8.905, 17.374
-183.136, 5.886, 8.935, 17.407
-183.134, 5.588, 8.965, 17.440
-183.133, 5.288, 8.996, 17.473
-183.131, 4.987, 9.027, 17.506
-183.130, 4.686, 9.057, 17.539
-183.128, 4.383, 9.088, 17.572
-183.127, 4.079, 9.119, 17.605
-183.125, 3.774, 9.150, 17.638
-183.123, 3.469, 9.181, 17.671
-183.122, 3.162, 9.212, 17.704
-183.120, 2.854, 9.243, 17.737
-183.119, 2.545, 9.275, 17.770
-183.117, 2.235, 9.306, 17.803
-183.116, 1.924, 9.338, 17.836
-183.114, 1.612, 9.370, 17.869
-183.112, 1.299, 9.402, 17.902
-183.111, 0.985, 9.434, 17.935
-183.109, 0.669, 9.466, 17.968
-183.107, 0.353, 9.498, 18.001
-183.106, 0.036, 9.530, 18.034
-183.104, -0.283, 9.562, 18.067
-183.102, -0.602, 9.595, 18.100
-183.101, -0.923, 9.627, 18.133
-183.099, -1.245, 9.660, 18.166
-183.097, -1.567, 9.693, 18.199
-183.096, -1.891, 9.725, 18.232
-183.094, -2.216, 9.758, 18.265
-183.092, -2.543, 9.792, 18.298
-183.091, -2.870, 9.825, 18.331
-183.089, -3.198, 9.858, 18.364
-183.088, -3.528, 9.892, 18.397
-183.086, -3.858, 9.925, 18.430
-183.085, -4.190, 9.959, 18.463
-183.083, -4.523, 9.993, 18.496
-183.082, -4.857, 10.027, 18.529
-183.080, -5.192, 10.061, 18.562
-183.078, -5.528, 10.096, 18.595
-183.077, -5.865, 10.130, 18.628
-183.075, -6.204, 10.165, 18.661
-183.074, -6.544, 10.199, 18.694
-183.072, -6.885, 10.234, 18.727
-183.071, -7.227, 10.268, 18.760
-183.069, -7.570, 10.303, 18.793
-183.067, -7.914, 10.338, 18.826
-183.066, -8.260, 10.374, 18.859
-183.064, -8.606, 10.409, 18.892
-183.062, -8.954, 10.444, 18.925
-183.061, -9.303, 10.480, 18.958
-183.059, -9.653, 10.515, 18.991
-183.057, -10.005, 10.551, 19.024
-183.055, -10.357, 10.586, 19.057
-183.053, -10.711, 10.622, 19.090
-183.052, -11.066, 10.658, 19.123
-183.050, -11.422, 10.694, 19.156
-183.048, -11.780, 10.730, 19.189
-183.046, -12.138, 10.767, 19.222
-183.044, -12.498, 10.803, 19.255
-183.042, -12.859, 10.840, 19.288
-183.040, -13.221, 10.876, 19.321
-183.038, -13.585, 10.913, 19.354
-183.036, -13.949, 10.950, 19.387
-183.034, -14.315, 10.987, 19.420
-183.032, -14.683, 11.024, 19.453
-183.030, -15.051, 11.062, 19.486
-183.029, -15.421, 11.099, 19.519
-183.026, -15.792, 11.137, 19.552
-183.025, -16.164, 11.175, 19.585
-183.023, -16.537, 11.213, 19.618
-183.021, -16.912, 11.251, 19.651
-183.019, -17.288, 11.289, 19.684
-183.017, -17.665, 11.327, 19.717
-183.015, -18.044, 11.366, 19.750
-183.013, -18.424, 11.405, 19.783
-183.011, -18.805, 11.444, 19.816
-183.010, -19.187, 11.483, 19.849
-183.008, -19.571, 11.522, 19.882
-183.006, -19.956, 11.561, 19.915
-183.004, -20.342, 11.598, 19.948
-183.002, -20.730, 11.632, 19.981
-183.001, -21.118, 11.665, 20.014
-182.999, -21.508, 11.696, 20.047
-182.997, -21.898, 11.727, 20.080
-182.995, -22.290, 11.758, 20.113
-182.994, -22.683, 11.788, 20.146
-182.992, -23.076, 11.818, 20.179
-182.991, -23.471, 11.849, 20.212
-182.989, -23.867, 11.880, 20.245
-182.987, -24.263, 11.911, 20.278
-182.986, -24.661, 11.943, 20.311
-182.985, -25.060, 11.976, 20.344
-182.983, -25.460, 12.009, 20.377
-182.982, -25.861, 12.043, 20.410
-182.980, -26.264, 12.078, 20.443
-182.978, -26.667, 12.113, 20.476
-182.976, -27.072, 12.149, 20.509
-182.974, -27.478, 12.186, 20.542
-182.972, -27.885, 12.223, 20.575
-182.969, -28.293, 12.261, 20.608
-182.967, -28.703, 12.300, 20.641
-182.965, -29.114, 12.339, 20.674
-182.963, -29.526, 12.379, 20.707
-182.961, -29.940, 12.420, 20.740
-182.959, -30.355, 12.461, 20.773
-182.956, -30.772, 12.502, 20.806
-182.954, -31.190, 12.544, 20.839
-182.952, -31.609, 12.587, 20.872
-182.950, -32.029, 12.630, 20.905
-182.948, -32.452, 12.673, 20.938
-182.945, -32.875, 12.717, 20.971
-182.943, -33.300, 12.761, 21.004
-182.941, -33.727, 12.805, 21.037
-182.939, -34.155, 12.850, 21.070
-182.937, -34.584, 12.895, 21.103
-182.935, -35.015, 12.940, 21.136
-182.933, -35.448, 12.985, 21.169
-182.931, -35.882, 13.031, 21.202
-182.929, -36.317, 13.077, 21.235
-182.927, -36.754, 13.123, 21.268
-182.924, -37.193, 13.169, 21.301
-182.922, -37.633, 13.216, 21.334
-182.920, -38.075, 13.262, 21.367
-182.918, -38.518, 13.309, 21.400
-182.915, -38.963, 13.356, 21.433
-182.913, -39.409, 13.403, 21.466
-182.911, -39.857, 13.450, 21.499
-182.908, -40.307, 13.498, 21.532
-182.906, -40.758, 13.545, 21.565
-182.904, -41.211, 13.593, 21.598
-182.901, -41.665, 13.640, 21.631
-182.898, -42.121, 13.688, 21.664
-182.896, -42.578, 13.736, 21.697
-182.893, -43.037, 13.784, 21.730
-182.891, -43.498, 13.832, 21.763
-182.888, -43.960, 13.880, 21.796
-182.886, -44.424, 13.928, 21.829
-182.883, -44.890, 13.976, 21.862
-182.881, -45.357, 14.025, 21.895
-182.878, -45.826, 14.073, 21.928
-182.875, -46.296, 14.122, 21.961
-182.873, -46.768, 14.171, 21.994
-182.870, -47.242, 14.220, 22.027
-182.868, -47.717, 14.269, 22.060
-182.865, -48.194, 14.318, 22.093
-182.862, -48.672, 14.367, 22.126
-182.859, -49.152, 14.416, 22.159
-182.856, -49.634, 14.466, 22.192
-182.853, -50.118, 14.515, 22.225
-182.850, -50.603, 14.565, 22.258
-182.847, -51.089, 14.615, 22.291
-182.844, -51.578, 14.665, 22.324
-182.841, -52.068, 14.715, 22.357
-182.837, -52.560, 14.765, 22.390
-182.834, -53.053, 14.815, 22.423
-182.831, -53.548, 14.865, 22.456
-182.827, -54.045, 14.916, 22.489
-182.824, -54.543, 14.967, 22.522
-182.821, -55.044, 15.017, 22.555
-182.817, -55.546, 15.068, 22.588
-182.814, -56.049, 15.120, 22.621
-182.811, -56.554, 15.171, 22.654
-182.808, -57.061, 15.222, 22.687
-182.805, -57.570, 15.274, 22.720
-182.801, -58.081, 15.326, 22.753
-182.797, -58.593, 15.378, 22.786
-182.793, -59.107, 15.430, 22.819
-182.789, -59.622, 15.482, 22.852
-182.785, -60.140, 15.534, 22.885
-182.781, -60.659, 15.587, 22.918
-182.777, -61.180, 15.640, 22.951
-182.774, -61.702, 15.692, 22.984
-182.770, -62.227, 15.745, 23.017
-182.767, -62.753, 15.798, 23.050
